,imdb_id,title,mpaa_rating,runtime,genre,star_rating
4558,tt4936176,Mascots,TV-MA,89 min,Comedy,5.7
4559,tt10108544,Always a Bridesmaid,NaN,97 min,"Comedy, Romance",4.8
4560,tt9845110,Deux,NaN,95 min,"Comedy, Drama",7.4
4561,tt2248739,Departure,Unrated,109 min,"Drama, Romance",6.7
4562,tt4120176,Things to Come,PG-13,102 min,Drama,7.0
4563,tt7026270,Summertime,NaN,124 min,Drama,8.1
4564,tt2107861,Walking on Sunshine,Not Rated,97 min,"Comedy, Drama, Musical",5.4
4565,tt3737840,The Untold Story,NaN,104 min,"Comedy, Drama",5.5
4566,tt1438216,Oranges and Sunshine,R,105 min,"Drama, History",7.1
4567,tt3323638,The Night Crew,Not Rated,89 min,"Action, Thriller",4.1
4568,tt1407065,The Moth Diaries,R,82 min,"Drama, Fantasy, Horror",4.9
4569,tt6490930,Project Ithaca,R,85 min,"Sci-Fi, Thriller",3.9
4570,tt4392770,Always Shine,Unrated,85 min,"Drama, Horror, Mystery",5.6
4571,tt2781516,WolfCop,Unrated,79 min,"Comedy, Horror",5.5
4572,tt5370828,Sztuka kochania. Historia Michaliny Wislockiej,NaN,121 min,"Biography, Comedy, Drama",7.1
4573,tt2978462,Dolphin Tale 2,PG,107 min,"Drama, Family",6.4
4574,tt1598873,Cleanskin,Not Rated,108 min,"Action, Crime, Drama",6.3
4575,tt6729000,Tyrel,Not Rated,86 min,"Comedy, Drama",5.2
4576,tt2942522,Moebiuseu,Unrated,89 min,"Drama, Horror",6.4
4577,tt7722258,Genius,NaN,165 min,"Action, Thriller",4.6
4578,tt2784936,Backtrack,R,90 min,"Drama, Fantasy, Mystery",5.9
4579,tt4210080,The Confirmation,PG-13,101 min,"Comedy, Drama",6.4
4580,tt1734433,Eden,R,98 min,"Crime, Drama",6.6
4581,tt1179069,6 Souls,R,112 min,"Horror, Mystery, Thriller",6.1
4582,tt1606384,Mai wei,R,137 min,"Action, Drama, War",7.7
4583,tt3625516,MindGamers,R,97 min,"Action, Sci-Fi, Thriller",3.6
4584,tt10080270,En Brazos de un Asesino,R,106 min,"Romance, Thriller",6.5
4585,tt5464234,Kill Switch,R,91 min,"Action, Sci-Fi, Thriller",4.8
4586,tt4827986,The Sense of an Ending,PG-13,108 min,"Drama, Mystery",6.3
4587,tt1727252,Chillerama,Not Rated,120 min,"Action, Comedy, Horror",5.7
4588,tt7642818,Aile Arasinda,NaN,124 min,Comedy,7.8
4589,tt10919074,Howling Village,NaN,108 min,Horror,5.3
4590,tt2313189,Casting Couch,Unrated,94 min,Comedy,4.5
4591,tt4192652,She's Missing,NaN,100 min,Drama,3.8
4592,tt1707391,4:44 Last Day on Earth,R,82 min,"Drama, Fantasy, Sci-Fi",4.6
4593,tt6317236,"Empathy, Inc.",NaN,97 min,"Drama, Sci-Fi, Thriller",4.7
4594,tt7738048,Akjilkyungchal,Not Rated,127 min,"Action, Crime, Drama",6.2
4595,tt1996310,Lore,Not Rated,109 min,"Drama, Romance, War",7.1
4596,tt4513538,Smartass,TV-MA,90 min,"Comedy, Crime, Drama",4.6
4597,tt1887746,Fishing Naked,Not Rated,98 min,"Comedy, Fantasy, Romance",4.0
4598,tt5759434,In Harm's Way,Not Rated,97 min,"History, Romance, War",6.0
4599,tt5827212,Let the Corpses Tan,Unrated,92 min,Thriller,6.2
4600,tt4104054,Dad's Army,Not Rated,100 min,"Comedy, War",5.2
4601,tt1870419,Hatchet III,R,81 min,"Action, Comedy, Horror",5.6
4602,tt6574272,Phoenix Forgotten,PG-13,87 min,"Horror, Mystery, Sci-Fi",5.2
4603,tt5796838,Roxanne Roxanne,TV-MA,100 min,"Biography, Drama, Music",6.2
4604,tt8773662,Vengeance,NaN,95 min,Horror,5.4
4605,tt3343136,Sleeping Beauty,TV-14,89 min,"Adventure, Fantasy, Horror",2.7
4606,tt1244658,Burning Bright,PG-13,86 min,"Drama, Horror, Thriller",5.9
4607,tt3560686,The Fool,NaN,116 min,"Crime, Drama, Thriller",8.0
4608,tt3720788,The Disappearance of Eleanor Rigby: Her,R,100 min,"Drama, Romance",6.9
4609,tt5258850,Au revoir là-haut,TV-MA,117 min,"Comedy, Crime, Drama",7.5
4610,tt1661099,X,Not Rated,90 min,"Crime, Drama, Thriller",5.5
4611,tt9735672,Eiga Doraemon: Nobita no getsumen tansaki,NaN,111 min,"Animation, Action, Adventure",6.7
4612,tt7164084,Unintended,NaN,92 min,"Drama, Thriller",5.3
4613,tt1817081,A Case of You,R,89 min,"Comedy, Romance",5.6
4614,tt2905838,Bang Bang,PG-13,153 min,"Action, Adventure, Comedy",5.5
4615,tt3567666,Stratton,R,95 min,"Action, Thriller",4.8
4616,tt8046636,The Sinister Surrogate,TV-14,90 min,Thriller,4.8
4617,tt2393845,Kill Me Three Times,R,90 min,"Action, Comedy, Crime",5.9
4618,tt4511200,Manifesto,Not Rated,95 min,Drama,6.6
4619,tt3220900,Adolescence,TV-MA,99 min,"Drama, Romance",5.4
4620,tt2718440,Moonwalkers,R,107 min,"Action, Comedy",6.1
4621,tt1981107,The Young and Prodigious T.S. Spivet,PG,105 min,"Action, Adventure, Comedy",7.1
4622,tt2599716,Police Story: Lockdown,Not Rated,110 min,"Action, Adventure, Crime",6.1
4623,tt1315350,Cherry,R,99 min,"Comedy, Drama",6.8
4624,tt7668724,The Marine 6: Close Quarters,R,85 min,"Action, Drama",4.8
4625,tt3755362,Rendez-Vous,NaN,100 min,"Drama, Romance",5.8
4626,tt10305616,Malaal,NaN,153 min,"Action, Drama, Romance",5.8
4627,tt2325977,Strangerland,R,112 min,"Drama, Mystery, Thriller",5.2
4628,tt3541262,The Admiral,Not Rated,128 min,"Action, Drama, History",7.1
4629,tt3480886,Ma ma,R,111 min,Drama,6.4
4630,tt3111516,The Convent,NaN,81 min,"History, Horror",4.0
4631,tt5715410,Son of Bigfoot,PG,92 min,"Animation, Adventure, Comedy",6.1
4632,tt5867800,Aruvi,Not Rated,130 min,Drama,8.6
4633,tt1597522,Astérix and Obélix: God Save Britannia,NaN,110 min,"Adventure, Comedy, Family",5.3
4634,tt2360310,Las oscuras primaveras,NaN,100 min,Drama,6.5
4635,tt6015328,Chasing the Dragon,NaN,128 min,"Action, Biography, Crime",6.8
4636,tt2183034,Earth to Echo,PG,91 min,"Adventure, Family, Sci-Fi",5.8
4637,tt5096628,Paris 05:59: Théo & Hugo,Unrated,97 min,"Drama, Romance",6.9
4638,tt8080196,Happy Birthday,NaN,101 min,"Comedy, Drama",5.8
4639,tt4056738,Do You Believe?,PG-13,120 min,Drama,6.1
4640,tt7141148,Wedding Swingers,NaN,90 min,"Comedy, Drama, Romance",3.8
4641,tt4155534,Animal Crackers,NaN,94 min,"Animation, Adventure, Comedy",5.4
4642,tt3469592,Huang feihong zhi yingxiong you meng,Not Rated,131 min,"Action, Biography, Drama",6.5
4643,tt9590742,Return to Zootopia,NaN,120 min,Animation,7.4
4644,tt0463960,The Devil You Know,Not Rated,76 min,"Mystery, Thriller",3.3
4645,tt1995341,It's a Disaster,R,88 min,"Comedy, Drama",6.4
4646,tt7281538,Teacher,NaN,100 min,Drama,6.9
4647,tt2381931,Compulsion,R,88 min,"Comedy, Drama, Thriller",4.5
4648,tt3318750,Adult Beginners,R,92 min,"Comedy, Drama",5.6
4649,tt3279176,Suburban Gothic,R,90 min,"Comedy, Horror",5.5
4650,tt2993848,Bing feng: Yong heng zhi men,NaN,104 min,"Action, Comedy, History",3.8
4651,tt0835802,Krystal,R,90 min,"Comedy, Drama",5.4
4652,tt2352802,Goodbye World,Not Rated,99 min,"Comedy, Drama",5.5
4653,tt2494384,Aloft,R,112 min,Drama,5.3
4654,tt7919680,Karwaan,Not Rated,114 min,"Comedy, Drama",7.5
4655,tt5599332,Verano rojo,TV-MA,89 min,Horror,4.1
4656,tt1181795,Bunraku,R,124 min,"Action, Drama, Fantasy",6.2
4657,tt1615156,Emulsion,NaN,96 min,Drama,6.7
4658,tt8406866,S.P. Chauhan,NaN,136 min,Drama,7.2
4659,tt2707810,Submission,R,106 min,"Drama, Mystery",5.6
4660,tt1691323,Attenberg,Not Rated,97 min,Drama,6.2
4661,tt3169770,El desconocido,Not Rated,102 min,"Action, Thriller",6.6
4662,tt1742650,I Don't Know How She Does It,PG-13,89 min,"Comedy, Romance",4.9
4663,tt5690992,Marfa Girl 2,NaN,97 min,Drama,4.9
4664,tt4523530,Valley of the Gods,NaN,131 min,Drama,6.3
4665,tt2187884,Escape from Tomorrow,Not Rated,90 min,"Drama, Fantasy, Horror",5.1
4666,tt7681824,We the Animals,R,94 min,Drama,6.9
4667,tt7666724,This is Not Berlin,TV-MA,115 min,Drama,6.7
4668,tt2458106,Ninja: Shadow of a Tear,R,95 min,"Action, Crime, Thriller",6.2
4669,tt6769326,American Dreamer,R,92 min,"Crime, Thriller",5.9
4670,tt6125690,"Ana, mon amour",NaN,125 min,"Drama, Romance",6.8
4671,tt3824412,Results,R,105 min,"Comedy, Romance",5.4
4672,tt1854236,Den skaldede frisør,R,116 min,"Comedy, Drama, Romance",6.5
4673,tt1362058,Cockneys vs Zombies,Not Rated,88 min,"Action, Comedy, Horror",5.9
4674,tt2260850,4 Moons,Unrated,110 min,"Drama, Romance",7.5
4675,tt4535650,Dilwale,Not Rated,158 min,"Action, Comedy, Drama",5.2
4676,tt1041804,The Nutcracker in 3D,PG,110 min,"Action, Family, Fantasy",4.2
4677,tt7293920,The Fare,NaN,82 min,"Mystery, Romance, Thriller",5.8
4678,tt3524530,Comic 8,NaN,106 min,"Action, Comedy",7.0
4679,tt2758890,Welcome to New York,R,125 min,Drama,5.4
4680,tt6699860,Solo,TV-MA,91 min,"Adventure, Drama, Romance",4.9
4681,tt2172985,The Art of the Steal,R,90 min,"Comedy, Crime, Thriller",6.3
4682,tt2181831,Shahid,Not Rated,129 min,"Biography, Drama",8.2
4683,tt2313780,12/12/12,R,86 min,Horror,1.8
4684,tt7260818,Book of Monsters,Unrated,84 min,"Action, Comedy, Horror",4.8
4685,tt7149336,The Unicorn,Not Rated,88 min,Comedy,5.0
4686,tt8998472,You Might Be the Killer,TV-MA,92 min,"Comedy, Horror, Mystery",5.9
4687,tt2273648,Adrenochrome,NaN,85 min,"Action, Fantasy, Horror",4.7
4688,tt5227746,The Unthinkable,NaN,129 min,"Action, Romance, Sci-Fi",6.2
4689,tt9080672,Initials SG,TV-MA,93 min,"Comedy, Drama, Music",6.4
4690,tt7375304,Ouija House,NaN,95 min,"Horror, Thriller",3.0
4691,tt9733094,El plan,NaN,79 min,"Comedy, Drama",6.5
4692,tt2265565,Suspension of Disbelief,TV-MA,112 min,Thriller,4.3
4693,tt5710042,Mercy,TV-MA,90 min,"Drama, Mystery, Thriller",4.1
4694,tt5287168,Sami Blood,NaN,110 min,"Drama, History",7.3
4695,tt9110902,Queen Marie of Romania,NaN,110 min,Drama,7.9
4696,tt8228884,I Got the Hook Up 2,Not Rated,107 min,Comedy,3.3
4697,tt8769146,Soyuz spaseniya,NaN,136 min,"Adventure, Drama, History",6.1
4698,tt5017936,Prodigy,TV-MA,80 min,"Drama, Sci-Fi, Thriller",6.0
4699,tt6065246,Kinky,R,93 min,"Drama, Romance",2.7
4700,tt5193784,Brotherhood,Not Rated,104 min,"Crime, Drama, Thriller",6.1
4701,tt8439860,The Domain,NaN,166 min,"Drama, Thriller",6.8
4702,tt9887520,Season of Love,NaN,105 min,"Comedy, Romance",7.9
4703,tt5691084,Dirt,PG-13,102 min,"Action, Drama, Sport",6.2
4704,tt7608418,A Christmas Prince,TV-PG,92 min,"Comedy, Family, Romance",5.7
4705,tt9068514,Perdida,NaN,106 min,Drama,7.1
4706,tt3268668,Captive,PG-13,97 min,"Action, Crime, Drama",5.4
4707,tt2376218,The Forger,R,92 min,"Crime, Drama, Thriller",5.8
4708,tt1926313,Pyaar Ka Punchnama,Not Rated,149 min,"Comedy, Drama, Romance",7.7
4709,tt2006753,Heavenly Sword,Not Rated,85 min,"Animation, Action, Adventure",5.3
4710,tt6688022,After Everything,NaN,95 min,"Comedy, Drama, Romance",6.3
4711,tt5193790,Another Mother's Son,NaN,103 min,"Biography, Drama, War",6.6
4712,tt1640484,Jumping the Broom,PG-13,112 min,"Comedy, Drama",5.7
4713,tt1403214,Paradies: Liebe,Unrated,120 min,Drama,7.1
4714,tt3495026,Fan,Not Rated,142 min,"Action, Drama, Thriller",7.0
4715,tt5023260,The Last Word,R,108 min,"Comedy, Drama",6.6
4716,tt4273886,Byuti insaideu,Not Rated,127 min,"Drama, Romance",7.4
4717,tt2231251,Heart of the Country,PG,87 min,"Drama, Family, Romance",5.8
4718,tt2322641,The Turning,R,180 min,Drama,5.9
4719,tt2852406,Omar,Not Rated,98 min,"Crime, Drama, Romance",7.5
4720,tt4466490,Sieranevada,NaN,173 min,"Comedy, Drama",7.4
4721,tt1547230,Judy Moody and the Not Bummer Summer,PG,91 min,"Comedy, Family",4.2
4722,tt10521234,Ajari Aku Islam,NaN,93 min,Drama,7.0
4723,tt2459156,Copenhagen,Not Rated,98 min,"Adventure, Drama, Romance",7.1
4724,tt1699128,Gli sfiorati,Not Rated,111 min,"Comedy, Drama, Romance",5.6
4725,tt6212496,Mr. Roosevelt,R,90 min,Comedy,6.2
4726,tt4158624,3 Generations,PG-13,92 min,Drama,5.9
4727,tt2850272,All Rise,R,98 min,Drama,5.3
4728,tt5472374,Meri Pyaari Bindu,Not Rated,117 min,"Comedy, Drama, Romance",5.8
4729,tt6155194,Best F(r)iends: Volume 1,R,108 min,"Comedy, Drama, Thriller",5.4
4730,tt7046974,Swing Kids,TV-14,133 min,Drama,7.4
4731,tt9128686,The Pool,Not Rated,91 min,"Action, Drama, Thriller",5.6
4732,tt9402676,Doeorak,NaN,102 min,Thriller,6.2
4733,tt7241654,Gangster Land,Not Rated,113 min,"Action, Crime, Drama",4.4
4734,tt7362036,Dying to Survive,NaN,117 min,"Comedy, Drama",8.0
4735,tt1541995,Snow Flower and the Secret Fan,PG-13,120 min,"Drama, History",6.1
4736,tt2136808,Celebrity Sex Tape,Unrated,87 min,Comedy,2.8
4737,tt3409848,Zama,Unrated,115 min,Drama,6.7
4738,tt7913934,The Matchmaker's Playbook,NaN,89 min,"Comedy, Romance",6.4
4739,tt2338424,Tumbledown,R,105 min,"Comedy, Music, Romance",6.2
4740,tt8103160,Britt-Marie Was Here,PG,97 min,"Comedy, Drama, Sport",5.0
4741,tt4076980,The Throwaways,Unrated,90 min,"Action, Comedy, Thriller",4.5
4742,tt7209350,Jessica Forever,Not Rated,97 min,"Drama, Fantasy, Sci-Fi",4.6
4743,tt4682708,We Are the Flesh,Not Rated,79 min,"Drama, Fantasy, Horror",4.7
4744,tt10438454,The King's Letters,NaN,110 min,"Drama, History",5.5
4745,tt6347150,Bajo la piel de lobo,TV-14,110 min,Drama,5.7
4746,tt7142506,Sir,NaN,99 min,"Drama, Romance",7.1
4747,tt3547740,La famille Bélier,NaN,106 min,"Comedy, Drama, Music",7.3
4748,tt2962876,The Road Within,R,100 min,"Comedy, Drama",7.1
4749,tt2707848,Saint Laurent,R,150 min,"Biography, Drama, Romance",6.2
4750,tt4944658,El faro de las orcas,TV-MA,110 min,"Biography, Drama, Romance",6.7
4751,tt7738784,Peranbu,Not Rated,147 min,Drama,9.1
4752,tt10431500,Yedinci Kogustaki Mucize,NaN,132 min,Drama,8.3
4753,tt2751310,Sex Ed,Not Rated,92 min,"Comedy, Romance",5.5
4754,tt1477855,Hyde Park on Hudson,R,94 min,"Biography, Comedy, Drama",5.8
4755,tt5770620,The Lovers,R,97 min,"Comedy, Drama, Romance",6.0
4756,tt9075612,Les plus belles années d'une vie,NaN,90 min,Drama,6.6
4757,tt5699154,C'est la vie!,NaN,117 min,"Comedy, Drama, Romance",6.8
4758,tt3595298,Prem Ratan Dhan Payo,Not Rated,164 min,"Action, Drama, Musical",4.5
4759,tt10662310,Romeo and Juliet: Beyond Words,NaN,90 min,Drama,7.0
4760,tt4387040,Airlift,Not Rated,130 min,"Drama, History",8.0
4761,tt8856090,Before You Know It,Not Rated,98 min,"Comedy, Drama",5.0
4762,tt4978710,Marjorie Prime,NaN,99 min,"Drama, Mystery, Romance",6.3
4763,tt2145829,Robot Overlords,PG-13,90 min,"Action, Adventure, Sci-Fi",4.6
4764,tt11385066,The App,NaN,78 min,"Drama, Sci-Fi, Thriller",2.6
4765,tt9124428,Bizim Için Sampiyon,NaN,130 min,"Drama, Romance, Sport",8.4
4766,tt1090749,Consent,Not Rated,87 min,Drama,5.8
4767,tt5618232,FML,R,98 min,Comedy,5.8
4768,tt5328006,Phil,R,106 min,"Comedy, Drama",5.5
4769,tt2277840,The Wedding Chapel,Not Rated,103 min,Family,5.6
4770,tt1483324,At Middleton,R,99 min,"Comedy, Romance",6.5
4771,tt3732280,When Angels Sleep,TV-MA,91 min,"Drama, Thriller",5.4
4772,tt4194108,Scottish Mussel,NaN,96 min,Comedy,5.4
4773,tt10419266,BoBoiBoy Movie 2,NaN,120 min,"Animation, Action, Adventure",7.9
4774,tt7007696,Share,R,87 min,"Drama, Mystery",5.6
4775,tt3478232,Mythica: The Darkspore,Not Rated,107 min,"Action, Adventure, Fantasy",5.8
4776,tt1756799,The Day,R,87 min,"Action, Drama, Horror",5.2
4777,tt4585660,Klovn Forever,R,99 min,"Comedy, Drama",6.3
4778,tt3197766,Kill Zone 2,Not Rated,120 min,"Action, Crime, Thriller",6.7
4779,tt6142496,6 Balloons,TV-MA,74 min,Drama,5.8
4780,tt3740242,Ho ching 2,NaN,107 min,Comedy,4.6
4781,tt5687814,Golden Exits,R,94 min,Drama,5.8
4782,tt5228262,A Happening of Monumental Proportions,R,81 min,"Comedy, Drama",4.6
4783,tt7431594,Race 3,Not Rated,160 min,"Action, Thriller",2.0
4784,tt1878942,Date and Switch,R,91 min,"Comedy, Drama, Romance",5.7
4785,tt2624412,Boulevard,R,88 min,Drama,5.8
4786,tt4216902,Arès,NaN,80 min,"Drama, Sci-Fi, Thriller",6.2
4787,tt10975520,Suk Suk,NaN,92 min,Drama,7.3
4788,tt4677924,Woodshock,R,100 min,"Drama, Thriller",4.3
4789,tt5116504,True to the Game,R,108 min,Drama,5.1
4790,tt5117372,Coyote Lake,TV-MA,93 min,Thriller,4.9
4791,tt4254584,Kicks,R,80 min,"Adventure, Drama",6.4
4792,tt2920808,God's Pocket,R,88 min,"Crime, Drama",6.1
4793,tt4936450,Graduation,R,128 min,"Crime, Drama",7.3
4794,tt6598626,Take Me,TV-MA,83 min,"Comedy, Crime",6.1
4795,tt5566778,Island Zero,NaN,99 min,"Horror, Mystery, Sci-Fi",4.6
4796,tt6848602,Til Death Do Us Part,PG-13,101 min,Thriller,4.5
4797,tt5606538,Gongjo,Not Rated,124 min,Action,6.5
4798,tt5789944,Surprise Me!,NaN,103 min,Comedy,5.4
4799,tt6840554,7 Days to Vegas,NaN,92 min,Comedy,5.2
4800,tt8361196,Vinaya Vidheya Rama,Not Rated,146 min,Action,3.3
4801,tt5470222,Contract to Kill,R,90 min,"Action, Adventure, Thriller",3.4
4802,tt4146622,Rampage: President Down,Not Rated,99 min,"Action, Crime, Thriller",4.8
4803,tt8783146,Jurassic Galaxy,Not Rated,74 min,"Action, Adventure, Sci-Fi",2.2
4804,tt10273384,Cyber Bride,NaN,90 min,Sci-Fi,2.9
4805,tt5207204,Panfilov's 28,PG-13,121 min,"Action, Drama, History",6.8
4806,tt7825208,Marighella,NaN,155 min,"Action, Drama, History",3.0
4807,tt3399024,Samba,R,118 min,"Comedy, Drama, Romance",6.7
4808,tt1330018,The Book of Love,PG-13,106 min,Drama,6.0
4809,tt9434968,Bir Ask Iki Hayat,NaN,106 min,"Drama, Romance",6.2
4810,tt2011276,Banshee Chapter,R,87 min,"Horror, Sci-Fi, Thriller",5.5
4811,tt4714568,The Young Offenders,NaN,83 min,"Adventure, Comedy, Crime",7.1
4812,tt3573598,London Road,TV-14,91 min,"Musical, Mystery, Thriller",5.2
4813,tt10800758,Byeonshin,NaN,113 min,"Horror, Thriller",5.3
4814,tt3698118,Gangnam 1970,Not Rated,135 min,"Action, Drama",6.2
4815,tt1816518,Ernest & Celestine,PG,80 min,"Animation, Adventure, Comedy",7.9
4816,tt2044801,Kite,R,90 min,"Action, Crime, Thriller",4.4
4817,tt2258858,Wadjda,PG,98 min,"Comedy, Drama",7.5
4818,tt3553378,Sugar Mountain,Unrated,106 min,"Drama, Thriller",5.4
4819,tt8065796,Love for Sale,NaN,100 min,"Drama, Romance",7.4
4820,tt2936180,Loin des hommes,PG-13,101 min,"Drama, War, Western",7.2
4821,tt6649066,Hollywood Dirt,NaN,85 min,Romance,6.2
4822,tt5540188,The Nile Hilton Incident,Unrated,111 min,"Crime, Drama, Mystery",6.7
4823,tt9010522,Aamis,NaN,107 min,"Drama, Horror",8.5
4824,tt1396221,Passion Play,R,94 min,"Drama, Fantasy, Romance",4.6
4825,tt1407061,Just Wright,PG,100 min,"Comedy, Romance, Sport",5.9
4826,tt6150942,Becks,TV-14,98 min,"Drama, Musical, Romance",6.3
4827,tt8388508,Dear Comrade,Not Rated,169 min,"Action, Drama, Romance",7.3
4828,tt4241904,The Way We Weren't,TV-MA,93 min,Comedy,7.2
4829,tt5907748,Iceman,Not Rated,96 min,Drama,6.3
4830,tt8770976,L'état sauvage,NaN,118 min,Western,5.5
4831,tt2690138,The D Train,R,101 min,"Comedy, Drama",5.0
4832,tt2433040,Beyond the Mask,PG,103 min,"Action, Adventure, Drama",5.0
4833,tt8116428,Along With the Gods: The Last 49 Days,Not Rated,142 min,"Action, Drama, Fantasy",7.1
4834,tt1668200,Elle s'appelait Sarah,PG-13,111 min,"Drama, War",7.5
4835,tt2371824,Paradies: Glaube,Unrated,115 min,Drama,6.8
4836,tt4922524,Flesh and Blood,NaN,90 min,Drama,5.5
4837,tt8069578,Daffodils,NaN,93 min,"Biography, Drama, Musical",5.7
4838,tt3505712,Time Out of Mind,Unrated,120 min,Drama,5.7
4839,tt1659338,The Numbers Station,R,89 min,"Action, Thriller",5.6
4840,tt2039345,Grand Piano,R,90 min,"Drama, Music, Mystery",5.9
4841,tt7027092,Budapest,TV-MA,102 min,Comedy,5.3
4842,tt5323760,Winter Brothers,TV-14,94 min,Drama,6.5
4843,tt7791188,The Bra,NaN,90 min,"Comedy, Drama",6.9
4844,tt2182256,Premature,R,93 min,"Comedy, Fantasy",5.8
4845,tt2481512,"Stockholm, Pennsylvania",NaN,99 min,"Drama, Thriller",6.1
4846,tt6680312,Who We Are Now,Not Rated,95 min,Drama,6.4
4847,tt1706470,Weekender,TV-MA,90 min,"Drama, Music",5.6
4848,tt1954701,A Coffee in Berlin,Not Rated,86 min,"Comedy, Drama",7.4
4849,tt4337690,90 Minutes in Heaven,PG-13,121 min,Drama,4.8
4850,tt10044220,Zagrebacki Ekvinocij,NaN,94 min,Comedy,8.2
4851,tt9000302,Perempuan Tanah Jahanam,NaN,106 min,"Drama, Horror, Mystery",7.5
4852,tt1785288,An Ordinary Man,R,90 min,"Drama, Thriller, War",5.4
4853,tt5862902,Yardie,Not Rated,101 min,"Crime, Drama",5.8
4854,tt1792543,The Reunion,PG-13,90 min,"Action, Drama",5.2
4855,tt1657299,The Decoy Bride,PG,89 min,"Comedy, Drama, Romance",6.2
4856,tt3561236,Containment,TV-14,77 min,"Horror, Sci-Fi, Thriller",4.8
4857,tt1132285,The Factory,R,104 min,"Crime, Mystery, Thriller",5.8
4858,tt2474958,Kill Your Friends,Not Rated,103 min,"Comedy, Crime, Music",6.0
4859,tt3417422,Drishyam,Not Rated,160 min,"Crime, Drama, Thriller",8.4
4860,tt4034452,Hyena Road,R,120 min,"Action, Drama, War",6.5
4861,tt6444140,Time Share,TV-MA,96 min,"Drama, Horror, Mystery",6.0
4862,tt4662420,All Nighter,R,86 min,"Comedy, Drama",5.7
4863,tt2359810,Raanjhanaa,Not Rated,140 min,"Drama, Romance",7.6
4864,tt1977087,Tom Sawyer & Huckleberry Finn,PG-13,90 min,"Action, Adventure, Drama",5.2
4865,tt2824852,Deadly Virtues: Love.Honour.Obey.,Not Rated,87 min,"Drama, Thriller",4.8
4866,tt7981492,Sabrina,NaN,113 min,"Horror, Thriller",4.2
4867,tt5851014,Savage Dog,TV-14,94 min,"Action, Drama",4.9
4868,tt3339680,Don't Go,Unrated,91 min,Mystery,5.2
4869,tt1465487,L'arnacoeur,Not Rated,105 min,"Comedy, Romance",6.7
4870,tt8706884,Prassthanam,Not Rated,141 min,"Action, Drama",5.8
4871,tt8169994,Where We Go from Here,NaN,90 min,Drama,4.6
4872,tt9312100,A Model Kidnapping,TV-14,85 min,Thriller,4.6
4873,tt4081012,In Extremis,NaN,93 min,"Horror, Thriller",4.3
4874,tt10699362,Moffie,NaN,104 min,"Drama, Romance, War",7.4
4875,tt6566830,Most Likely to Murder,R,90 min,Comedy,5.1
4876,tt5047400,Desolation,Not Rated,78 min,"Drama, Horror, Thriller",4.5
4877,tt5226984,Tom of Finland,Not Rated,117 min,"Biography, Drama",6.8
4878,tt4331970,Being 17,Unrated,116 min,"Drama, Romance",7.1
4879,tt3331846,Stand by Me Doraemon,NaN,95 min,"Animation, Comedy, Drama",7.4
4880,tt3814808,Funny Cow,NaN,102 min,"Comedy, Drama",6.5
4881,tt5919064,En tu piel,TV-MA,76 min,"Drama, Romance",5.7
4882,tt6340640,The Wild Boys,Not Rated,110 min,"Adventure, Drama, Fantasy",6.9
4883,tt8351882,No Surrender,NaN,114 min,"Action, Crime, History",5.7
4884,tt9448362,Thottappan,NaN,140 min,Drama,7.2
4885,tt7554632,Girls Guns and Blood,TV-MA,75 min,"Action, Comedy",2.8
4886,tt3165632,5th Passenger,TV-14,89 min,"Sci-Fi, Thriller",3.1
4887,tt7262384,The True Adventures of Wolfboy,PG-13,NaN,Drama,7.1
4888,tt10834986,Gumnaami,Not Rated,142 min,"Action, Drama",7.8
4889,tt5157682,L'ascension,NaN,103 min,"Adventure, Comedy, Romance",6.9
4890,tt3899154,Savageland,NaN,80 min,"Crime, Horror, Thriller",5.9
4891,tt10287376,VHYes,Not Rated,72 min,Comedy,6.5
4892,tt7776430,All is Well,TV-MA,90 min,Drama,6.5
4893,tt5091014,Jasper Jones,Not Rated,105 min,"Drama, Mystery, Thriller",6.5
4894,tt2989524,Carrie Pilby,Not Rated,98 min,"Comedy, Drama",6.6
4895,tt2396224,It's Such a Beautiful Day,Not Rated,62 min,"Animation, Comedy, Drama",8.3
4896,tt0775489,L'illusionniste,PG,80 min,"Animation, Drama, Family",7.5
4897,tt8647400,De De Pyaar De,Not Rated,135 min,"Comedy, Romance",6.6
4898,tt4351548,Bomb City,TV-MA,95 min,"Crime, Drama",6.9
4899,tt2935564,The Connection,R,135 min,"Action, Crime, Thriller",7.1
4900,tt5933560,Permanent,PG-13,93 min,Comedy,5.5
4901,tt5345298,Patient Seven,NaN,116 min,Horror,4.9
4902,tt6053948,La enfermedad del domingo,PG-13,113 min,Drama,6.9
4903,tt4768764,Beterang,Not Rated,123 min,"Action, Comedy, Crime",7.0
4904,tt5126654,The Gender Card Flip,TV-MA,80 min,Comedy,4.8
4905,tt1430607,Arthur Christmas,PG,97 min,"Animation, Adventure, Comedy",7.1
4906,tt3775202,I Am a Hero,TV-MA,126 min,"Action, Horror",6.8
4907,tt4901756,Queen of Spades: The Dark Rite,TV-14,92 min,"Horror, Mystery, Thriller",5.4
4908,tt10327842,Portals,NaN,85 min,Sci-Fi,2.9
4909,tt8237172,Gundala,NaN,123 min,"Action, Adventure, Sci-Fi",7.3
4910,tt6469344,Epiphany,NaN,85 min,"Drama, Family",4.4
4911,tt2195548,Prince Avalanche,R,94 min,"Comedy, Drama",6.4
